date,price
31-08-2019,14800
31-08-2019,16300
31-08-2019,14800
31-08-2019,16000
31-08-2019,16100
31-08-2019,14100
01-09-2019,23300
01-09-2019,14800
01-09-2019,22100
01-09-2019,19600
01-09-2019,16600
01-09-2019,22900
01-09-2019,28300
01-09-2019,14800
01-09-2019,33100
01-09-2019,14800
01-09-2019,15800
01-09-2019,16100
02-09-2019,31400
02-09-2019,20300
02-09-2019,24300
02-09-2019,23500
02-09-2019,18300
02-09-2019,15000
04-09-2019,23000
04-09-2019,14800
04-09-2019,18600
04-09-2019,18600
04-09-2019,17000
04-09-2019,19300
04-09-2019,15300
04-09-2019,27700
04-09-2019,22800
04-09-2019,25600
04-09-2019,14800
04-09-2019,41100
04-09-2019,18600
05-09-2019,27700
05-09-2019,21800
05-09-2019,15100
05-09-2019,19600
05-09-2019,16400
05-09-2019,17600
05-09-2019,15600
05-09-2019,20900
05-09-2019,29200
05-09-2019,18800
05-09-2019,16100
05-09-2019,14800
05-09-2019,14100
06-09-2019,16300
06-09-2019,14800
06-09-2019,15300
06-09-2019,19800
06-09-2019,15800
06-09-2019,39700
07-09-2019,18600
07-09-2019,23600
07-09-2019,19800
07-09-2019,14100
07-09-2019,14800
07-09-2019,18800
07-09-2019,22500
07-09-2019,22800
07-09-2019,15300
07-09-2019,18600
07-09-2019,15100
07-09-2019,26300
07-09-2019,27500
07-09-2019,27400
08-09-2019,25100
08-09-2019,14800
08-09-2019,26000
08-09-2019,16400
09-09-2019,23100
09-09-2019,22600
09-09-2019,14800
09-09-2019,14800
09-09-2019,21000
09-09-2019,18800
09-09-2019,15100
09-09-2019,24100
09-09-2019,21800
09-09-2019,20400
09-09-2019,18600
11-09-2019,42300
11-09-2019,15600
11-09-2019,14300
11-09-2019,24400
11-09-2019,33400
11-09-2019,15300
11-09-2019,16300
11-09-2019,24600
11-09-2019,16400
11-09-2019,15100
12-09-2019,15000
12-09-2019,15800
12-09-2019,19800
12-09-2019,16400
12-09-2019,23300
12-09-2019,14300
12-09-2019,22100
12-09-2019,15100
12-09-2019,15800
12-09-2019,27600
14-09-2019,22800
14-09-2019,19500
14-09-2019,22300
14-09-2019,25400
14-09-2019,15100
14-09-2019,19300
14-09-2019,26300
15-09-2019,32200
15-09-2019,24600
15-09-2019,17000
15-09-2019,16000
15-09-2019,15800
15-09-2019,32600
15-09-2019,16100
15-09-2019,24400
15-09-2019,25300
15-09-2019,16300
15-09-2019,15100
15-09-2019,57900
18-09-2019,19800
18-09-2019,16500
18-09-2019,17500
18-09-2019,15300
18-09-2019,14300
18-09-2019,15300
18-09-2019,17000
18-09-2019,15500
18-09-2019,19600
19-09-2019,20000
19-09-2019,15300
19-09-2019,15300
19-09-2019,20900
19-09-2019,23300
19-09-2019,71800
19-09-2019,15000
19-09-2019,23100
19-09-2019,15600
19-09-2019,30500
19-09-2019,34600
19-09-2019,16000
20-09-2019,39700
20-09-2019,16400
20-09-2019,19300
20-09-2019,21000
20-09-2019,15100
20-09-2019,14800
20-09-2019,40400
20-09-2019,18300
20-09-2019,18000
21-09-2019,17800
21-09-2019,39300
21-09-2019,14000
21-09-2019,23600
21-09-2019,18300
21-09-2019,21100
21-09-2019,17000
21-09-2019,15800
21-09-2019,17600
21-09-2019,16100
21-09-2019,37900
21-09-2019,18800
21-09-2019,25100
21-09-2019,19300
22-09-2019,14100
22-09-2019,30900
22-09-2019,14500
22-09-2019,18600
22-09-2019,14100
22-09-2019,17000
22-09-2019,22300
22-09-2019,34100
22-09-2019,17800
22-09-2019,24300
22-09-2019,15300
22-09-2019,14800
22-09-2019,21300
22-09-2019,15100
22-09-2019,20000
23-09-2019,16300
23-09-2019,15800
23-09-2019,15000
23-09-2019,18300
23-09-2019,24600
23-09-2019,16400
23-09-2019,24900
23-09-2019,20500
23-09-2019,22300
25-09-2019,14800
25-09-2019,21500
25-09-2019,49700
25-09-2019,26300
25-09-2019,17800
25-09-2019,17300
26-09-2019,14500
26-09-2019,24800
26-09-2019,14800
27-09-2019,21300
27-09-2019,15800
27-09-2019,16400
27-09-2019,19600
27-09-2019,16400
27-09-2019,14800
27-09-2019,36100
28-09-2019,28700
28-09-2019,14300
28-09-2019,18000
28-09-2019,21800
28-09-2019,21800
28-09-2019,22100
28-09-2019,41400
28-09-2019,14800
28-09-2019,27100
28-09-2019,25800
28-09-2019,20100
28-09-2019,15300
28-09-2019,15800
29-09-2019,24400
29-09-2019,18800
29-09-2019,14800
29-09-2019,17000
29-09-2019,23100
29-09-2019,17300
29-09-2019,14800
29-09-2019,23800
29-09-2019,15300
29-09-2019,15300
29-09-2019,29900
29-09-2019,19600
29-09-2019,27800
29-09-2019,14800
30-09-2019,18600
30-09-2019,17300
30-09-2019,18600
30-09-2019,27600
30-09-2019,15500
30-09-2019,16000
02-10-2019,19300
02-10-2019,15500
02-10-2019,17000
02-10-2019,16000
02-10-2019,24500
02-10-2019,15000
03-10-2019,17800
03-10-2019,14300
03-10-2019,18300
03-10-2019,16100
03-10-2019,22300
03-10-2019,28300
03-10-2019,15800
03-10-2019,14300
03-10-2019,24000
03-10-2019,18800
03-10-2019,19600
03-10-2019,22800
03-10-2019,14800
03-10-2019,19300
03-10-2019,21800
03-10-2019,15400
03-10-2019,16000
04-10-2019,15100
04-10-2019,32900
05-10-2019,31800
05-10-2019,15300
05-10-2019,15800
05-10-2019,15500
05-10-2019,20900
06-10-2019,15800
06-10-2019,21300
06-10-2019,18300
06-10-2019,15300
06-10-2019,16300
06-10-2019,25300
06-10-2019,19300
07-10-2019,19800
07-10-2019,16100
07-10-2019,17300
07-10-2019,15100
07-10-2019,15600
07-10-2019,17300
07-10-2019,16100
09-10-2019,14300
09-10-2019,16100
09-10-2019,14800
10-10-2019,15100
10-10-2019,18300
10-10-2019,18600
10-10-2019,68100
10-10-2019,16400
11-10-2019,14800
11-10-2019,17300
11-10-2019,14800
11-10-2019,15100
11-10-2019,20800
11-10-2019,15500
11-10-2019,14800
12-10-2019,20500
12-10-2019,15100
12-10-2019,17300
12-10-2019,15800
12-10-2019,19300
12-10-2019,23800
12-10-2019,15300
12-10-2019,26000
13-10-2019,14500
13-10-2019,14500
13-10-2019,22800
13-10-2019,25800
13-10-2019,15000
13-10-2019,18500
13-10-2019,14800
13-10-2019,17300
13-10-2019,41100
13-10-2019,21500
13-10-2019,15600
13-10-2019,22800
13-10-2019,21300
13-10-2019,27600
14-10-2019,26000
14-10-2019,26900
14-10-2019,14800
14-10-2019,14800
14-10-2019,17300
14-10-2019,14500
14-10-2019,18300
14-10-2019,16400
14-10-2019,28500
16-10-2019,22800
16-10-2019,28900
16-10-2019,15500
16-10-2019,22000
16-10-2019,23300
16-10-2019,20300
16-10-2019,15600
17-10-2019,14800
17-10-2019,14800
17-10-2019,15800
17-10-2019,15300
17-10-2019,18300
17-10-2019,24800
17-10-2019,32300
17-10-2019,16300
17-10-2019,18600
17-10-2019,15800
18-10-2019,51900
18-10-2019,17000
18-10-2019,15300
19-10-2019,15000
19-10-2019,29000
19-10-2019,29100
19-10-2019,16300
19-10-2019,18000
19-10-2019,15800
19-10-2019,18300
19-10-2019,14800
19-10-2019,14800
19-10-2019,15800
19-10-2019,15100
20-10-2019,14800
20-10-2019,18600
20-10-2019,19800
20-10-2019,28100
20-10-2019,16300
20-10-2019,17300
20-10-2019,14300
20-10-2019,16400
20-10-2019,35200
20-10-2019,16100
20-10-2019,16400
21-10-2019,18300
21-10-2019,16300
21-10-2019,22800
21-10-2019,20800
21-10-2019,17300
21-10-2019,28600
21-10-2019,47600
21-10-2019,33700
21-10-2019,15800
21-10-2019,14800
21-10-2019,54700
21-10-2019,16400
23-10-2019,15800
23-10-2019,17300
23-10-2019,23600
23-10-2019,14500
24-10-2019,25300
24-10-2019,18800
24-10-2019,21800
24-10-2019,28300
24-10-2019,26900
24-10-2019,17300
24-10-2019,15100
24-10-2019,15800
24-10-2019,21000
24-10-2019,15300
24-10-2019,14300
25-10-2019,18300
25-10-2019,27300
25-10-2019,22800
25-10-2019,14300
25-10-2019,15000
25-10-2019,17500
25-10-2019,18600
26-10-2019,14800
26-10-2019,25800
26-10-2019,14800
26-10-2019,17300
26-10-2019,20600
26-10-2019,20100
26-10-2019,15100
27-10-2019,35600
27-10-2019,16000
27-10-2019,14800
27-10-2019,17800
27-10-2019,19800
27-10-2019,22300
27-10-2019,17300
27-10-2019,18800
27-10-2019,14800
27-10-2019,15800
27-10-2019,18500
28-10-2019,19800
28-10-2019,14800
28-10-2019,15800
28-10-2019,18300
28-10-2019,14800
28-10-2019,23300
28-10-2019,17300
28-10-2019,15000
28-10-2019,26600
28-10-2019,34600
28-10-2019,14800
31-10-2019,55800
31-10-2019,14800
31-10-2019,25000
01-11-2019,14100
01-11-2019,21800
01-11-2019,23000
01-11-2019,19100
01-11-2019,14800
01-11-2019,22000
02-11-2019,30400
02-11-2019,16800
02-11-2019,16100
02-11-2019,14100
02-11-2019,17500
02-11-2019,14800
02-11-2019,22300
02-11-2019,15000
02-11-2019,16300
02-11-2019,14800
02-11-2019,14800
02-11-2019,28800
02-11-2019,14300
03-11-2019,20800
03-11-2019,23100
03-11-2019,19800
03-11-2019,33700
03-11-2019,17800
03-11-2019,16100
03-11-2019,27900
03-11-2019,15100
03-11-2019,14500
03-11-2019,14800
04-11-2019,16000
04-11-2019,15000
04-11-2019,26600
04-11-2019,17500
04-11-2019,17000
06-11-2019,16000
06-11-2019,24600
06-11-2019,18300
06-11-2019,14800
06-11-2019,15100
06-11-2019,24800
06-11-2019,16000
07-11-2019,15300
07-11-2019,14800
07-11-2019,14800
07-11-2019,34800
07-11-2019,27900
07-11-2019,26800
07-11-2019,16800
07-11-2019,16600
08-11-2019,22800
08-11-2019,16400
08-11-2019,19900
08-11-2019,36000
08-11-2019,23300
08-11-2019,15600
08-11-2019,14800
08-11-2019,27800
08-11-2019,30000
08-11-2019,16400
09-11-2019,18300
09-11-2019,20600
09-11-2019,19300
09-11-2019,26100
09-11-2019,21300
09-11-2019,27300
09-11-2019,35700
09-11-2019,18800
09-11-2019,14800
09-11-2019,15800
09-11-2019,15800
09-11-2019,14800
09-11-2019,14800
09-11-2019,15800
10-11-2019,18000
10-11-2019,14800
10-11-2019,21100
10-11-2019,32800
10-11-2019,17000
10-11-2019,19600
10-11-2019,15800
10-11-2019,16100
10-11-2019,29100
10-11-2019,19300
10-11-2019,14800
10-11-2019,23800
10-11-2019,19800
10-11-2019,24600
10-11-2019,15400
10-11-2019,18600
10-11-2019,20900
10-11-2019,15800
11-11-2019,26600
11-11-2019,18600
11-11-2019,15300
11-11-2019,19300
11-11-2019,20300
11-11-2019,28300
13-11-2019,22300
13-11-2019,30100
13-11-2019,15800
13-11-2019,15800
13-11-2019,15300
13-11-2019,14800
13-11-2019,15800
13-11-2019,15100
14-11-2019,16400
14-11-2019,16300
14-11-2019,39300
15-11-2019,18500
15-11-2019,14800
15-11-2019,16100
15-11-2019,18500
15-11-2019,17300
15-11-2019,14800
15-11-2019,70700
16-11-2019,23800
16-11-2019,15100
16-11-2019,18500
16-11-2019,21100
16-11-2019,16600
16-11-2019,24800
16-11-2019,19100
16-11-2019,14300
17-11-2019,26300
17-11-2019,23800
17-11-2019,22300
17-11-2019,14800
17-11-2019,15800
17-11-2019,16500
17-11-2019,17500
17-11-2019,16300
17-11-2019,19600
17-11-2019,23300
17-11-2019,18100
17-11-2019,14000
17-11-2019,23500
17-11-2019,17300
