date,price
29-04-2001,970
30-04-2001,972
01-05-2001,974
02-05-2001,976
03-05-2001,978
04-05-2001,980
05-05-2001,982
06-05-2001,984
07-05-2001,986
08-05-2001,988
09-05-2001,990
10-05-2001,992
11-05-2001,994
12-05-2001,996
13-05-2001,998
14-05-2001,1000
15-05-2001,1002
16-05-2001,1004
17-05-2001,1006
18-05-2001,1008
19-05-2001,1010
20-05-2001,1012
21-05-2001,1014
22-05-2001,1016
23-05-2001,1018
24-05-2001,1020
25-05-2001,1022
26-05-2001,1024
27-05-2001,1026
28-05-2001,1028
29-05-2001,1030
30-05-2001,1032
31-05-2001,1034
01-06-2001,1036
02-06-2001,1038
03-06-2001,1040
04-06-2001,1042
05-06-2001,1044
06-06-2001,1046
07-06-2001,1048
08-06-2001,1050
09-06-2001,1052
10-06-2001,1054
11-06-2001,1056
12-06-2001,1058
13-06-2001,1060
14-06-2001,1062
15-06-2001,1064
16-06-2001,1066
17-06-2001,1068
18-06-2001,1070
19-06-2001,1072
20-06-2001,1074
21-06-2001,1076
22-06-2001,1078
23-06-2001,1080
24-06-2001,1082
25-06-2001,1084
26-06-2001,1086
27-06-2001,1088
28-06-2001,1090
29-06-2001,1092
30-06-2001,1094
01-07-2001,1096
02-07-2001,1098
03-07-2001,1100
04-07-2001,1102
05-07-2001,1104
06-07-2001,1106
07-07-2001,1108
08-07-2001,1110
09-07-2001,1112
10-07-2001,1114
11-07-2001,1116
12-07-2001,1118
13-07-2001,1120
14-07-2001,1122
15-07-2001,1124
16-07-2001,1126
17-07-2001,1128
18-07-2001,1130
19-07-2001,1132
20-07-2001,1134
21-07-2001,1136
22-07-2001,1138
23-07-2001,1140
24-07-2001,1142
25-07-2001,1144
26-07-2001,1146
27-07-2001,1148
28-07-2001,1150
29-07-2001,1152
30-07-2001,1154
31-07-2001,1156
01-08-2001,1158
02-08-2001,1160
03-08-2001,1162
04-08-2001,1164
05-08-2001,1166
06-08-2001,1168
07-08-2001,1170
08-08-2001,1172
09-08-2001,1174
10-08-2001,1176
11-08-2001,1178
12-08-2001,1180
13-08-2001,1182
14-08-2001,1184
15-08-2001,1186
16-08-2001,1188
17-08-2001,1190
18-08-2001,1192
19-08-2001,1194
20-08-2001,1196
21-08-2001,1198
22-08-2001,1200
23-08-2001,1202
24-08-2001,1204
25-08-2001,1206
26-08-2001,1208
27-08-2001,1210
28-08-2001,1212
29-08-2001,1214
30-08-2001,1216
31-08-2001,1218
01-09-2001,1220
02-09-2001,1222
03-09-2001,1224
04-09-2001,1226
05-09-2001,1228
06-09-2001,1230
07-09-2001,1232
08-09-2001,1234
09-09-2001,1236
10-09-2001,1238
11-09-2001,1240
12-09-2001,1242
13-09-2001,1244
14-09-2001,1246
15-09-2001,1248
16-09-2001,1250
17-09-2001,1252
18-09-2001,1254
19-09-2001,1256
20-09-2001,1258
21-09-2001,1260
22-09-2001,1262
23-09-2001,1264
24-09-2001,1266
25-09-2001,1268
26-09-2001,1270
27-09-2001,1272
28-09-2001,1274
29-09-2001,1276
30-09-2001,1278
01-10-2001,1280
02-10-2001,1282
03-10-2001,1284
04-10-2001,1286
05-10-2001,1288
06-10-2001,1290
07-10-2001,1292
08-10-2001,1294
09-10-2001,1296
10-10-2001,1298
11-10-2001,1300
12-10-2001,1302
13-10-2001,1304
14-10-2001,1306
15-10-2001,1308
16-10-2001,1310
17-10-2001,1312
18-10-2001,1314
19-10-2001,1316
20-10-2001,1318
21-10-2001,1320
22-10-2001,1322
23-10-2001,1324
24-10-2001,1326
25-10-2001,1328
26-10-2001,1330
27-10-2001,1332
28-10-2001,1334
29-10-2001,1336
30-10-2001,1338
31-10-2001,1340
01-11-2001,1342
02-11-2001,1344
03-11-2001,1346
04-11-2001,1348
05-11-2001,1350
06-11-2001,1352
07-11-2001,1354
08-11-2001,1356
09-11-2001,1358
10-11-2001,1360
11-11-2001,1362
12-11-2001,1364
13-11-2001,1366
14-11-2001,1368
15-11-2001,1370
16-11-2001,1372
17-11-2001,1374
18-11-2001,1376
19-11-2001,1378
20-11-2001,1380
21-11-2001,1382
22-11-2001,1384
23-11-2001,1386
24-11-2001,1388
25-11-2001,1390
26-11-2001,1392
27-11-2001,1394
28-11-2001,1396
29-11-2001,1398
30-11-2001,1400
01-12-2001,1402
02-12-2001,1404
03-12-2001,1406
04-12-2001,1408
05-12-2001,1410
06-12-2001,1412
07-12-2001,1414
08-12-2001,1416
09-12-2001,1418
10-12-2001,1420
11-12-2001,1422
12-12-2001,1424
13-12-2001,1426
14-12-2001,1428
15-12-2001,1430
16-12-2001,1432
17-12-2001,1434
18-12-2001,1436
19-12-2001,1438
20-12-2001,1440
21-12-2001,1442
22-12-2001,1444
23-12-2001,1446
24-12-2001,1448
25-12-2001,1450
26-12-2001,1452
27-12-2001,1454
28-12-2001,1456
29-12-2001,1458
30-12-2001,1460
31-12-2001,1462
01-01-2002,1464
02-01-2002,1466
03-01-2002,1468
04-01-2002,1470
05-01-2002,1472
06-01-2002,1474
07-01-2002,1476
08-01-2002,1478
09-01-2002,1480
10-01-2002,1482
11-01-2002,1484
12-01-2002,1486
13-01-2002,1488
14-01-2002,1490
15-01-2002,1492
16-01-2002,1494
17-01-2002,1496
18-01-2002,1498
19-01-2002,1500
20-01-2002,1502
21-01-2002,1504
22-01-2002,1506
23-01-2002,1508
24-01-2002,1510
25-01-2002,1512
26-01-2002,1514
27-01-2002,1516
28-01-2002,1518
29-01-2002,1520
30-01-2002,1522
31-01-2002,1524
01-02-2002,1526
02-02-2002,1528
03-02-2002,1530
04-02-2002,1532
05-02-2002,1534
06-02-2002,1536
07-02-2002,1538
08-02-2002,1540
09-02-2002,1542
10-02-2002,1544
11-02-2002,1546
12-02-2002,1548
13-02-2002,1550
14-02-2002,1552
15-02-2002,1554
16-02-2002,1556
17-02-2002,1558
18-02-2002,1560
19-02-2002,1562
20-02-2002,1564
21-02-2002,1566
22-02-2002,1568
23-02-2002,1570
24-02-2002,1572
25-02-2002,1574
26-02-2002,1576
27-02-2002,1578
28-02-2002,1580
01-03-2002,1582
02-03-2002,1584
03-03-2002,1586
04-03-2002,1588
05-03-2002,1590
06-03-2002,1592
07-03-2002,1594
08-03-2002,1596
09-03-2002,1598
10-03-2002,1600
11-03-2002,1602
12-03-2002,1604
13-03-2002,1606
14-03-2002,1608
15-03-2002,1610
16-03-2002,1612
17-03-2002,1614
18-03-2002,1616
19-03-2002,1618
20-03-2002,1620
21-03-2002,1622
22-03-2002,1624
23-03-2002,1626
24-03-2002,1628
25-03-2002,1630
26-03-2002,1632
27-03-2002,1634
28-03-2002,1636
29-03-2002,1638
30-03-2002,1640
31-03-2002,1642
01-04-2002,1644
02-04-2002,1646
03-04-2002,1648
04-04-2002,1650
05-04-2002,1652
06-04-2002,1654
07-04-2002,1656
08-04-2002,1658
09-04-2002,1660
10-04-2002,1662
11-04-2002,1664
12-04-2002,1666
13-04-2002,1668
14-04-2002,1670
15-04-2002,1672
16-04-2002,1674
17-04-2002,1676
18-04-2002,1678
19-04-2002,1680
20-04-2002,1682
21-04-2002,1684
22-04-2002,1686
23-04-2002,1688
24-04-2002,1690
25-04-2002,1692
26-04-2002,1694
27-04-2002,1696
28-04-2002,1698
29-04-2002,1700
30-04-2002,1702
01-05-2002,1704
02-05-2002,1706
03-05-2002,1708
04-05-2002,1710
05-05-2002,1712
06-05-2002,1714
07-05-2002,1716
08-05-2002,1718
09-05-2002,1720
10-05-2002,1722
11-05-2002,1724
12-05-2002,1726
13-05-2002,1728
14-05-2002,1730
15-05-2002,1732
16-05-2002,1734
17-05-2002,1736
18-05-2002,1738
19-05-2002,1740
20-05-2002,1742
21-05-2002,1744
22-05-2002,1746
23-05-2002,1748
24-05-2002,1750
25-05-2002,1752
26-05-2002,1754
27-05-2002,1756
28-05-2002,1758
29-05-2002,1760
30-05-2002,1762
31-05-2002,1764
01-06-2002,1766
02-06-2002,1768
03-06-2002,1770
04-06-2002,1772
05-06-2002,1774
06-06-2002,1776
07-06-2002,1778
08-06-2002,1780
09-06-2002,1782
10-06-2002,1784
11-06-2002,1786
12-06-2002,1788
13-06-2002,1790
14-06-2002,1792
15-06-2002,1794
16-06-2002,1796
17-06-2002,1798
18-06-2002,1800
19-06-2002,1802
20-06-2002,1804
21-06-2002,1806
22-06-2002,1808
23-06-2002,1810
24-06-2002,1812
25-06-2002,1814
26-06-2002,1816
27-06-2002,1818
28-06-2002,1820
29-06-2002,1822
30-06-2002,1824
01-07-2002,1826
02-07-2002,1828
03-07-2002,1830
04-07-2002,1832
05-07-2002,1834
06-07-2002,1836
07-07-2002,1838
08-07-2002,1840
09-07-2002,1842
10-07-2002,1844
11-07-2002,1846
12-07-2002,1848
13-07-2002,1850
14-07-2002,1852
15-07-2002,1854
16-07-2002,1856
17-07-2002,1858
18-07-2002,1860
19-07-2002,1862
20-07-2002,1864
21-07-2002,1866
22-07-2002,1868
23-07-2002,1870
24-07-2002,1872
25-07-2002,1874
26-07-2002,1876
27-07-2002,1878
28-07-2002,1880
29-07-2002,1882
30-07-2002,1884
31-07-2002,1886
01-08-2002,1888
02-08-2002,1890
03-08-2002,1892
04-08-2002,1894
05-08-2002,1896
06-08-2002,1898
07-08-2002,1900
08-08-2002,1902
09-08-2002,1904
10-08-2002,1906
11-08-2002,1908
12-08-2002,1910
13-08-2002,1912
14-08-2002,1914
15-08-2002,1916
16-08-2002,1918
17-08-2002,1920
18-08-2002,1922
19-08-2002,1924
20-08-2002,1926
21-08-2002,1928
22-08-2002,1930
23-08-2002,1932
24-08-2002,1934
25-08-2002,1936
26-08-2002,1938
27-08-2002,1940
28-08-2002,1942
29-08-2002,1944
30-08-2002,1946
31-08-2002,1948
01-09-2002,1950
02-09-2002,1952
03-09-2002,1954
04-09-2002,1956
05-09-2002,1958
06-09-2002,1960
07-09-2002,1962
08-09-2002,1964
09-09-2002,1966
10-09-2002,1968
11-09-2002,1970
12-09-2002,1972
13-09-2002,1974
14-09-2002,1976
15-09-2002,1978
16-09-2002,1980
17-09-2002,1982
18-09-2002,1984
19-09-2002,1986
20-09-2002,1988
21-09-2002,1990
22-09-2002,1992
23-09-2002,1994
24-09-2002,1996
25-09-2002,1998
26-09-2002,2000
27-09-2002,2002
28-09-2002,2004
29-09-2002,2006
30-09-2002,2008
01-10-2002,2010
02-10-2002,2012
03-10-2002,2014
04-10-2002,2016
05-10-2002,2018
06-10-2002,2020
07-10-2002,2022
08-10-2002,2024
09-10-2002,2026
10-10-2002,2028
11-10-2002,2030
12-10-2002,2032
13-10-2002,2034
14-10-2002,2036
15-10-2002,2038
16-10-2002,2040
17-10-2002,2042
18-10-2002,2044
19-10-2002,2046
20-10-2002,2048
21-10-2002,2050
22-10-2002,2052
23-10-2002,2054
24-10-2002,2056
25-10-2002,2058
26-10-2002,2060
27-10-2002,2062
28-10-2002,2064
29-10-2002,2066
30-10-2002,2068
31-10-2002,2070
01-11-2002,2072
02-11-2002,2074
03-11-2002,2076
04-11-2002,2078
05-11-2002,2080
06-11-2002,2082
07-11-2002,2084
08-11-2002,2086
09-11-2002,2088
10-11-2002,2090
11-11-2002,2092
12-11-2002,2094
13-11-2002,2096
14-11-2002,2098
15-11-2002,2100
16-11-2002,2102
17-11-2002,2104
18-11-2002,2106
19-11-2002,2108
20-11-2002,2110
21-11-2002,2112
22-11-2002,2114
23-11-2002,2116
24-11-2002,2118
25-11-2002,2120
26-11-2002,2122
27-11-2002,2124
28-11-2002,2126
29-11-2002,2128
30-11-2002,2130
01-12-2002,2132
02-12-2002,2134
03-12-2002,2136
04-12-2002,2138
05-12-2002,2140
06-12-2002,2142
07-12-2002,2144
08-12-2002,2146
09-12-2002,2148
10-12-2002,2150
11-12-2002,2152
12-12-2002,2154
13-12-2002,2156
14-12-2002,2158
15-12-2002,2160
16-12-2002,2162
17-12-2002,2164
18-12-2002,2166
19-12-2002,2168
20-12-2002,2170
21-12-2002,2172
22-12-2002,2174
23-12-2002,2176
24-12-2002,2178
25-12-2002,2180
26-12-2002,2182
27-12-2002,2184
28-12-2002,2186
29-12-2002,2188
30-12-2002,2190
31-12-2002,2192
01-01-2003,2194
02-01-2003,2196
03-01-2003,2198
04-01-2003,2200
05-01-2003,2202
06-01-2003,2204
07-01-2003,2206
08-01-2003,2208
09-01-2003,2210
10-01-2003,2212
11-01-2003,2214
12-01-2003,2216
13-01-2003,2218
14-01-2003,2220
15-01-2003,2222
16-01-2003,2224
17-01-2003,2226
18-01-2003,2228
19-01-2003,2230
20-01-2003,2232
21-01-2003,2234
22-01-2003,2236
23-01-2003,2238
24-01-2003,2240
25-01-2003,2242
26-01-2003,2244
27-01-2003,2246
28-01-2003,2248
29-01-2003,2250
30-01-2003,2252
31-01-2003,2254
01-02-2003,2256
02-02-2003,2258
03-02-2003,2260
04-02-2003,2262
05-02-2003,2264
06-02-2003,2266
07-02-2003,2268
08-02-2003,2270
09-02-2003,2272
10-02-2003,2274
11-02-2003,2276
12-02-2003,2278
13-02-2003,2280
14-02-2003,2282
15-02-2003,2284
16-02-2003,2286
17-02-2003,2288
18-02-2003,2290
19-02-2003,2292
20-02-2003,2294
21-02-2003,2296
22-02-2003,2298
23-02-2003,2300
24-02-2003,2302
25-02-2003,2304
26-02-2003,2306
27-02-2003,2308
28-02-2003,2310
01-03-2003,2312
02-03-2003,2314
03-03-2003,2316
04-03-2003,2318
05-03-2003,2320
06-03-2003,2322
07-03-2003,2324
08-03-2003,2326
09-03-2003,2328
10-03-2003,2330
11-03-2003,2332
12-03-2003,2334
13-03-2003,2336
14-03-2003,2338
15-03-2003,2340
16-03-2003,2342
17-03-2003,2344
18-03-2003,2346
19-03-2003,2348
20-03-2003,2350
21-03-2003,2352
22-03-2003,2354
23-03-2003,2356
24-03-2003,2358
25-03-2003,2360
26-03-2003,2362
27-03-2003,2364
28-03-2003,2366
29-03-2003,2368
30-03-2003,2370
31-03-2003,2372
01-04-2003,2374
02-04-2003,2376
03-04-2003,2378
04-04-2003,2380
05-04-2003,2382
06-04-2003,2384
07-04-2003,2386
08-04-2003,2388
09-04-2003,2390
10-04-2003,2392
11-04-2003,2394
12-04-2003,2396
13-04-2003,2398
14-04-2003,2400
15-04-2003,2402
16-04-2003,2404
17-04-2003,2406
18-04-2003,2408
19-04-2003,2410
20-04-2003,2412
21-04-2003,2414
22-04-2003,2416
23-04-2003,2418
24-04-2003,2420
25-04-2003,2422
26-04-2003,2424
27-04-2003,2426
28-04-2003,2428
29-04-2003,2430
30-04-2003,2432
01-05-2003,2434
02-05-2003,2436
03-05-2003,2438
04-05-2003,2440
05-05-2003,2442
06-05-2003,2444
07-05-2003,2446
08-05-2003,2448
09-05-2003,2450
10-05-2003,2452
11-05-2003,2454
12-05-2003,2456
13-05-2003,2458
14-05-2003,2460
15-05-2003,2462
16-05-2003,2464
17-05-2003,2466
18-05-2003,2468
19-05-2003,2470
20-05-2003,2472
21-05-2003,2474
22-05-2003,2476
23-05-2003,2478
24-05-2003,2480
25-05-2003,2482
26-05-2003,2484
27-05-2003,2486
28-05-2003,2488
29-05-2003,2490
30-05-2003,2492
31-05-2003,2494
01-06-2003,2496
02-06-2003,2498
03-06-2003,2500
04-06-2003,2502
05-06-2003,2504
06-06-2003,2506
07-06-2003,2508
08-06-2003,2510
09-06-2003,2512
10-06-2003,2514
11-06-2003,2516
12-06-2003,2518
13-06-2003,2520
14-06-2003,2522
15-06-2003,2524
16-06-2003,2526
17-06-2003,2528
18-06-2003,2530
19-06-2003,2532
20-06-2003,2534
21-06-2003,2536
22-06-2003,2538
23-06-2003,2540
24-06-2003,2542
25-06-2003,2544
26-06-2003,2546
27-06-2003,2548
28-06-2003,2550
29-06-2003,2552
30-06-2003,2554
01-07-2003,2556
02-07-2003,2558
03-07-2003,2560
04-07-2003,2562
05-07-2003,2564
06-07-2003,2566
07-07-2003,2568
08-07-2003,2570
09-07-2003,2572
10-07-2003,2574
11-07-2003,2576
12-07-2003,2578
13-07-2003,2580
14-07-2003,2582
15-07-2003,2584
16-07-2003,2586
17-07-2003,2588
18-07-2003,2590
19-07-2003,2592
20-07-2003,2594
21-07-2003,2596
22-07-2003,2598
23-07-2003,2600
24-07-2003,2602
25-07-2003,2604
26-07-2003,2606
27-07-2003,2608
28-07-2003,2610
29-07-2003,2612
30-07-2003,2614
31-07-2003,2616
01-08-2003,2618
02-08-2003,2620
03-08-2003,2622
04-08-2003,2624
05-08-2003,2626
06-08-2003,2628
07-08-2003,2630
08-08-2003,2632
09-08-2003,2634
10-08-2003,2636
11-08-2003,2638
12-08-2003,2640
13-08-2003,2642
14-08-2003,2644
15-08-2003,2646
16-08-2003,2648
17-08-2003,2650
18-08-2003,2652
19-08-2003,2654
20-08-2003,2656
21-08-2003,2658
22-08-2003,2660
23-08-2003,2662
24-08-2003,2664
25-08-2003,2666
26-08-2003,2668
27-08-2003,2670
28-08-2003,2672
29-08-2003,2674
30-08-2003,2676
31-08-2003,2678
01-09-2003,2680
02-09-2003,2682
03-09-2003,2684
04-09-2003,2686
05-09-2003,2688
06-09-2003,2690
07-09-2003,2692
08-09-2003,2694
09-09-2003,2696
10-09-2003,2698
11-09-2003,2700
12-09-2003,2702
13-09-2003,2704
14-09-2003,2706
15-09-2003,2708
16-09-2003,2710
17-09-2003,2712
18-09-2003,2714
19-09-2003,2716
20-09-2003,2718
21-09-2003,2720
22-09-2003,2722
23-09-2003,2724
24-09-2003,2726
25-09-2003,2728
26-09-2003,2730
27-09-2003,2732
28-09-2003,2734
29-09-2003,2736
30-09-2003,2738
01-10-2003,2740
02-10-2003,2742
03-10-2003,2744
04-10-2003,2746
05-10-2003,2748
06-10-2003,2750
07-10-2003,2752
08-10-2003,2754
09-10-2003,2756
10-10-2003,2758
11-10-2003,2760
12-10-2003,2762
13-10-2003,2764
14-10-2003,2766
15-10-2003,2768
16-10-2003,2770
17-10-2003,2772
18-10-2003,2774
19-10-2003,2776
20-10-2003,2778
21-10-2003,2780
22-10-2003,2782
23-10-2003,2784
24-10-2003,2786
25-10-2003,2788
26-10-2003,2790
27-10-2003,2792
28-10-2003,2794
29-10-2003,2796
30-10-2003,2798
31-10-2003,2800
01-11-2003,2802
02-11-2003,2804
03-11-2003,2806
04-11-2003,2808
05-11-2003,2810
06-11-2003,2812
07-11-2003,2814
08-11-2003,2816
09-11-2003,2818
10-11-2003,2820
11-11-2003,2822
12-11-2003,2824
13-11-2003,2826
14-11-2003,2828
15-11-2003,2830
16-11-2003,2832
17-11-2003,2834
18-11-2003,2836
19-11-2003,2838
20-11-2003,2840
21-11-2003,2842
22-11-2003,2844
23-11-2003,2846
24-11-2003,2848
25-11-2003,2850
26-11-2003,2852
27-11-2003,2854
28-11-2003,2856
29-11-2003,2858
30-11-2003,2860
01-12-2003,2862
02-12-2003,2864
03-12-2003,2866
04-12-2003,2868
05-12-2003,2870
06-12-2003,2872
07-12-2003,2874
08-12-2003,2876
09-12-2003,2878
10-12-2003,2880
11-12-2003,2882
12-12-2003,2884
13-12-2003,2886
14-12-2003,2888
15-12-2003,2890
16-12-2003,2892
17-12-2003,2894
18-12-2003,2896
19-12-2003,2898
